id_transacao,data,cliente,categoria,valor,metodo_pagamento,status
1312,2026-03-31 19:08:32.224448,Cliente D,Fornecedores,4285.98,Cartão,Pendente
1313,2025-10-03 21:06:51.222444,Cliente A,Fornecedores,325.49,Cheque,Pago
1314,2025-06-15 01:35:13.827655,Cliente A,Consultoria,6512.0,Numerário,Pago
1315,2025-04-21 19:31:37.394789,Cliente A,Salários,12609.82,Cartão,Atrasado
1316,2025-08-19 20:40:52.905811,Cliente F,Vendas,5912.66,Multibanco,Atrasado
1317,2025-05-22 23:31:08.537074,Cliente E,Impostos,,Numerário,Atrasado
1318,2025-08-03 16:50:01.202404,Cliente F,Aluguel,11317.8,,Pago
1319,2026-01-11 03:36:25.971943,Cliente B,Impostos,11842.66,,Pago
1320,2026-06-19 10:40:38.476953,Cliente D,Serviços,2647.61,Multibanco,Cancelado
1321,2026-02-06 16:47:08.056112,Cliente E,Serviços,11574.27,Numerário,Pendente
1322,2025-10-25 19:28:44.248496,Cliente E,FORNECEDORES,14212.1,Multibanco,Pago
1323,2025-06-19 16:24:02.885771,Cliente E,Consultoria,2537.34,Cheque,Pago
1324,2025-10-17 17:33:18.396793,Cliente E,Serviços,11576.22,Multibanco,Pago
1325,2026-05-26 04:54:20.921843,Cliente F,Vendas,10643.15,Transferência,Atrasado
1326,2026-04-29 15:43:38.837675,Cliente E,Impostos,7129.93,Numerário,Pago
1327,2026-04-10 00:46:10.340681,Cliente C,Impostos,915.91,Multibanco,Pago
1328,2026-02-03 05:40:31.262525,Cliente D,Fornecedores,1166.68,Cheque,Pago
1329,2026-06-04 10:31:59.038076,Cliente E,Salários,12793.6,Cheque,Pendente
1330,2025-06-18 12:41:50.621242,Cliente D,Salários,14852.72,Multibanco,Atrasado
1331,2025-06-19 16:24:02.885771,Cliente C,Aluguel,10156.98,Cheque,Pago
1332,2026-02-10 03:53:44.849699,Cliente C,Fornecedores,6717.08,Cartão,Pendente
1333,2025-08-17 13:16:28.376753,Cliente D,Aluguel,9731.23,Cartão,Cancelado
1334,2025-12-21 08:56:45.210420,Cliente A,Salários,8936.22,Cartão,Pago
1335,2026-07-18 07:15:45.090180,Cliente B,Fornecedores,5785.0,Transferência,Pago
1336,2026-04-26 04:37:02.044088,Cliente A,Fornecedores,1031.11,Multibanco,Pago
1337,2026-05-04 06:32:27.895791,Cliente A,Fornecedores,12331.62,Transferência,Pendente
1338,2025-05-27 14:19:57.595190,Cliente F,Salários,5608.91,Cheque,Pago
1339,2025-02-13 20:43:46.052104,Cliente A,Aluguel,12290.85,Transferência,Pendente
1340,2026-01-25 00:02:53.146292,Cliente E,Aluguel,3825.01,Cheque,Pendente
1341,2026-02-19 09:31:22.965931,,Fornecedores,65.39,Cheque,Pago
1342,2025-05-28 18:02:09.859719,Cliente F,Serviços,2426.13,Numerário,Atrasado
1343,2025-11-04 01:06:22.364729,Cliente C,Consultoria,7054.66,Cartão,Pago
1344,2026-07-03 07:07:05.651302,Cliente A,Salários,14167.34,Cheque,Pago
1345,2026-05-23 21:29:56.392785,Cliente C,Consultoria,1577.79,Numerário,Pendente
1346,2026-06-29 20:00:28.857715,Cliente D,Consultoria,12820.44,Cartão,Pendente
1347,2026-05-15 19:34:30.541082,Cliente B,Aluguel,7929.01,Cheque,Pago
1348,2025-06-23 03:30:39.679358,,Aluguel,12397.52,Cheque,Atrasado
1349,2026-04-23 21:12:37.515030,Cliente D,Serviços,4510.7,Transferência,Atrasado
1350,2026-07-05 14:31:30.180360,Cliente D,Consultoria,12607.21,Transferência,Pago
1351,2025-12-09 19:54:42.565130,Cliente E,Consultoria,11603.7,Cartão,Cancelado
1352,2025-04-24 02:56:01.923847,Cliente B,Fornecedores,3489.3,Cheque,Pago
1353,2025-10-30 10:17:33.306613,Cliente D,Aluguel,2013.46,Multibanco,Pago
1354,2025-10-17 17:33:18.396793,Cliente D,Consultoria,13027.41,Transferência,Pago
1355,2025-06-15 01:35:13.827655,Cliente B,IMPOSTOS,14450.39,Cartão,Atrasado
1356,2026-02-03 05:40:31.262525,Cliente B,Serviços,517.97,Cheque,Pendente
1357,2025-05-09 03:04:41.362725,Cliente D,Impostos,10982.49,Cheque,Pago
1358,2026-07-31 00:00:00.000000,Cliente B,Impostos,13647.39,,Pago
1359,2025-03-10 02:30:03.607214,Cliente D,Salários,12867.53,Cartão,Pendente
1360,2026-03-01 18:51:13.346693,Cliente D,Salários,14469.58,Cheque,Pago
1361,2025-01-02 03:42:12.264529,Cliente E,Serviços,11413.41,Transferência,Atrasado
1362,2026-03-20 06:06:29.579158,Cliente A,Impostos,6662.37,Multibanco,Atrasado
1363,2025-12-16 18:07:56.152304,Cliente D,Consultoria,4713.68,Cartão,Pago
1364,2025-10-20 00:57:42.925851,Cliente C,Aluguel,4845.1,Multibanco,Cancelado
1365,2025-06-10 10:46:24.769539,Cliente F,Serviços,10880.12,Transferência,Pago
1366,2026-06-06 17:56:23.567134,Cliente A,Fornecedores,11200.26,Cartão,Cancelado
1367,2025-02-11 13:19:21.523046,Cliente A,Impostos,3045.37,Multibanco,Pendente
1368,2025-07-03 12:50:30.060120,Cliente A,Serviços,13028.44,Numerário,Pendente
1369,2025-01-10 05:37:38.116232,Cliente E,Vendas,10738.11,Transferência,Pago
1370,2025-09-25 19:11:25.370741,Cliente D,Vendas,8463.12,Transferência,Atrasado
1371,2025-04-24 02:56:01.923847,Cliente E,Salários,7099.41,Transferência,Pago
1372,2025-06-18 12:41:50.621242,Cliente D,Aluguel,8171.33,Numerário,Pago
1373,2025-12-16 18:07:56.152304,Cliente E,Consultoria,2430.72,Numerário,Pago
1374,2025-08-27 22:36:18.757515,,Aluguel,3095.33,Cheque,Pago
1375,2025-05-31 01:26:34.388777,Cliente F,Aluguel,1412.91,Multibanco,Pago
1376,2026-04-11 04:28:22.605210,Cliente C,Aluguel,2347.19,Cheque,Pendente
1377,2025-06-24 07:12:51.943887,Cliente E,Aluguel,6832.72,Multibanco,Atrasado
1378,2025-03-03 04:16:50.020040,Cliente F,Fornecedores,7978.8,Numerário,Pago
1379,2025-05-18 08:42:19.478957,Cliente B,Fornecedores,317.04,Numerário,Pendente
1380,2025-07-04 16:32:42.324649,Cliente C,SALÁRIOS,11962.13,Cheque,Pago
1381,2026-04-15 19:17:11.663326,Cliente E,Serviços,4447.81,Cartão,Atrasado
1382,2025-05-13 17:53:30.420841,Cliente A,Vendas,13681.95,Cheque,Atrasado
1383,2025-03-27 10:03:07.575150,Cliente B,Aluguel,14514.29,Multibanco,Pago
1384,2025-05-10 06:46:53.627254,Cliente B,SALÁRIOS,2822.61,Cheque,Pendente
1385,2026-06-10 05:03:00.360721,Cliente F,Serviços,6958.35,Transferência,Pago
1386,2026-04-29 15:43:38.837675,Cliente B,Vendas,68.42,Multibanco,Pago
1387,2026-05-01 23:08:03.366733,Cliente C,Impostos,8994.99,Multibanco,Atrasado
1388,2025-04-29 21:27:03.246492,Cliente E,Consultoria,9129.23,Cartão,Pago
1389,2026-01-27 07:27:17.675350,Cliente E,Fornecedores,3750.72,Numerário,Pago
1390,2025-10-20 00:57:42.925851,Cliente A,Impostos,8398.27,Multibanco,Pago
1391,2025-09-18 20:58:11.783567,Cliente F,Vendas,,Numerário,Atrasado
1392,2025-05-09 03:04:41.362725,Cliente A,Impostos,2454.34,Cheque,Pago
1393,2026-06-29 20:00:28.857715,Cliente B,Consultoria,9790.22,Transferência,Pago
1394,2025-04-24 02:56:01.923847,Cliente A,Salários,4922.59,Cartão,Pendente
1395,2025-06-25 10:55:04.208416,Cliente C,Vendas,8874.45,Numerário,Atrasado
1396,2026-02-06 16:47:08.056112,Cliente E,Impostos,6527.04,Multibanco,Pago
1397,2026-04-08 21:03:58.076152,Cliente B,Fornecedores,14766.05,Numerário,Pago
1398,2026-03-19 02:24:17.314629,Cliente A,Fornecedores,2286.23,Multibanco,Pago
1399,2026-02-26 07:44:36.553106,Cliente F,Serviços,6995.75,Numerário,Pago
1400,2026-01-25 00:02:53.146292,Cliente C,Impostos,10222.83,Multibanco,Pago
1401,2025-08-11 18:45:27.054108,,Aluguel,5963.4,Cheque,Pendente
1402,2025-12-23 16:21:09.739478,Cliente A,Impostos,14621.76,Multibanco,Pendente
1403,2025-07-06 23:57:06.853707,Cliente E,Salários,10842.22,Multibanco,Pendente
1404,2025-08-27 22:36:18.757515,Cliente A,Vendas,9871.91,Transferência,Pago
1405,2026-05-28 12:18:45.450901,Cliente B,Vendas,11368.04,Multibanco,Atrasado
1406,2025-07-13 22:10:20.440881,Cliente A,Salários,14292.1,Transferência,Pago
1407,2026-07-12 12:44:43.767535,Cliente C,Impostos,13621.89,Cartão,Cancelado
1408,2025-07-04 16:32:42.324649,Cliente A,Salários,10878.07,Transferência,Pendente
1409,2025-03-19 08:07:41.723446,Cliente E,Consultoria,11249.97,Cheque,Pago
1410,2025-11-29 10:34:52.184368,Cliente F,Salários,2231.54,Transferência,Pendente
1411,2026-04-04 06:15:09.018036,Cliente D,Fornecedores,1586.75,Cartão,Pago
1412,2025-11-15 14:08:25.010020,Cliente A,Salários,8585.02,Cheque,Pendente
1413,2025-12-16 18:07:56.152304,Cliente E,Vendas,324.6,Numerário,Pago
1414,2026-04-11 04:28:22.605210,Cliente E,Fornecedores,7261.23,Numerário,Pago
1415,2026-03-19 02:24:17.314629,Cliente F,VENDAS,3194.73,Transferência,Atrasado
1416,2026-03-28 08:01:55.430861,Cliente C,Serviços,,Transferência,Pago
1417,2025-06-04 16:15:23.446893,Cliente E,Aluguel,11648.28,Cartão,Atrasado
1418,2025-08-12 22:27:39.318637,Cliente E,Vendas,14121.5,Cartão,Pago
1419,2026-04-07 17:21:45.811623,Cliente E,Fornecedores,1132.62,Multibanco,Pendente
1420,2025-05-27 14:19:57.595190,Cliente E,SERVIÇOS,8036.92,Cartão,Pendente
1421,2025-02-06 22:30:32.464929,Cliente B,Vendas,13243.88,Multibanco,Pago
1422,2025-07-22 00:05:46.292585,Cliente B,Consultoria,1283.5,Cheque,Pago
1423,2026-06-14 19:51:49.418837,Cliente C,Salários,12376.49,Transferência,Pago
1424,2026-05-26 04:54:20.921843,Cliente A,Aluguel,5399.13,Cheque,Pago
1425,2026-03-04 02:15:37.875751,Cliente E,VENDAS,4865.32,Cartão,Pago
1426,2026-06-26 08:53:52.064128,Cliente F,SERVIÇOS,14663.12,Cheque,Pendente
1427,2026-03-08 17:04:26.933867,Cliente A,Consultoria,3052.84,Cheque,Atrasado
1428,2025-01-25 05:46:17.555110,Cliente F,Impostos,10413.25,Cheque,Atrasado
1429,2025-10-01 13:42:26.693386,Cliente A,Serviços,12330.54,Cartão,Pendente
1430,2025-07-01 05:26:05.531062,Cliente C,Salários,,Cheque,Pendente
1431,2025-02-12 17:01:33.787575,Cliente E,Serviços,10072.26,Multibanco,Pendente
1432,2025-09-22 08:04:48.577154,Cliente E,Consultoria,14275.67,Cartão,Pago
1433,2026-02-25 04:02:24.288577,Cliente D,Serviços,1907.09,Cheque,Atrasado
1434,2025-02-27 17:10:13.226452,Cliente F,Consultoria,13448.51,Cartão,Pendente
1435,2026-05-20 10:23:19.599198,Cliente A,Vendas,8941.91,Numerário,Pago
1436,2025-10-31 13:59:45.571142,Cliente A,Consultoria,9268.24,Multibanco,Pago
1437,2025-11-22 12:21:38.597194,Cliente B,Consultoria,9213.52,Cheque,Pago
1438,2025-01-31 00:17:18.877755,Cliente D,Aluguel,4517.6,Numerário,Pago
1439,2025-09-17 17:15:59.519038,Cliente B,Consultoria,14031.27,Numerário,Atrasado
1440,2025-11-15 14:08:25.010020,Cliente B,Consultoria,14212.89,Cartão,Pago
1441,2025-11-25 23:28:15.390781,Cliente B,Impostos,9398.3,Numerário,Pago
1442,2025-04-21 19:31:37.394789,Cliente F,Vendas,11762.17,Multibanco,Cancelado
1443,2025-11-23 16:03:50.861723,Cliente F,Salários,9203.26,Multibanco,Pago
1444,2026-02-27 11:26:48.817635,Cliente C,Aluguel,7291.76,Transferência,Pago
1445,2026-05-31 23:25:22.244488,Cliente C,Impostos,9929.26,Multibanco,Pago
1446,2026-07-09 01:38:06.973947,Cliente B,Fornecedores,8317.37,Numerário,Pendente
1447,2026-06-06 17:56:23.567134,Cliente D,Vendas,8982.26,Multibanco,Atrasado
1448,2025-12-31 18:16:35.591182,Cliente A,Vendas,11768.3,Cartão,Pago
1449,2025-12-16 18:07:56.152304,Cliente F,Fornecedores,7239.51,Transferência,Atrasado
1450,2025-06-18 12:41:50.621242,Cliente D,Salários,659.27,Numerário,Pago
1451,2025-01-04 11:06:36.793587,Cliente E,Consultoria,2501.79,Transferência,Atrasado
1452,2025-02-09 05:54:56.993987,Cliente F,Impostos,6607.18,Numerário,Pendente
1453,2025-08-09 11:21:02.525050,Cliente F,Serviços,10886.16,Cartão,Atrasado
1454,2025-02-25 09:45:48.697394,Cliente C,Aluguel,8919.52,Transferência,Pago
1455,2025-01-19 11:15:16.232464,Cliente A,Serviços,9771.9,Cheque,Cancelado
1456,2025-07-17 09:16:57.234468,Cliente A,Fornecedores,7215.22,Numerário,Pendente
1457,2025-09-10 19:02:45.931863,Cliente E,Vendas,9255.34,Cheque,Pago
1458,2025-07-01 05:26:05.531062,Cliente E,Salários,4968.81,Transferência,Atrasado
1459,2026-07-04 10:49:17.915831,Cliente F,Vendas,7079.23,Cheque,Pago
1460,2025-02-21 22:39:11.903807,Cliente B,Aluguel,11176.97,Cheque,Atrasado
1461,2026-03-06 09:40:02.404809,Cliente C,Vendas,13083.9,Transferência,Pago
1462,2025-01-06 18:31:01.322645,Cliente C,Vendas,6533.15,Cartão,Pendente
1463,2025-04-24 02:56:01.923847,Cliente F,Aluguel,702.74,Cheque,Pago
1464,2026-03-14 11:35:28.256513,,Impostos,2467.0,Cheque,Pago
1465,2025-09-25 19:11:25.370741,Cliente B,Impostos,361.87,Cartão,Pago
1466,2025-02-11 13:19:21.523046,Cliente F,Aluguel,9816.28,Cheque,Pago
1467,2025-11-19 01:15:01.803607,Cliente B,Salários,5018.1,,Pago
1468,2026-02-06 16:47:08.056112,Cliente B,Fornecedores,8160.06,Cheque,Pago
1469,2026-07-27 12:53:23.206412,Cliente B,Vendas,7424.49,Multibanco,Pago
1470,2025-12-14 10:43:31.623246,Cliente F,Salários,1268.82,Cartão,Pago
1471,2025-07-27 18:36:47.615230,Cliente C,VENDAS,6078.76,Cheque,Pago
1472,2025-04-19 12:07:12.865731,Cliente C,Fornecedores,3347.39,Cartão,Pendente
1473,2025-04-24 02:56:01.923847,Cliente B,Impostos,6305.08,Numerário,Pago
1474,2025-08-04 20:32:13.466933,Cliente D,Salários,3093.5,Numerário,Atrasado
1475,2026-07-09 01:38:06.973947,Cliente A,Consultoria,,Cheque,Atrasado
1476,2025-05-13 17:53:30.420841,Cliente F,Consultoria,,Cartão,Pendente
1477,2025-08-08 07:38:50.260521,Cliente A,Consultoria,14413.67,Cartão,Pago
1478,2025-10-18 21:15:30.661322,Cliente D,Impostos,6267.82,Cartão,Atrasado
1479,2026-06-25 05:11:39.799599,Cliente F,Impostos,12701.37,Multibanco,Pago
1480,2026-04-25 00:54:49.779559,Cliente B,Fornecedores,9450.03,Numerário,Pago
1481,2026-06-27 12:36:04.328657,Cliente C,Vendas,11043.49,Cartão,Pago
1482,2025-07-04 16:32:42.324649,Cliente A,Fornecedores,11527.47,Cartão,Pendente
1483,2025-10-22 08:22:07.454909,Cliente E,Fornecedores,7597.43,Multibanco,Pago
1484,2026-01-07 16:29:49.178356,Cliente E,Impostos,8172.34,Multibanco,Pago
1485,2025-05-27 14:19:57.595190,Cliente D,Consultoria,7734.24,Cartão,Cancelado
1486,2025-01-20 14:57:28.496993,Cliente B,Serviços,8841.47,Transferência,Atrasado
1487,2025-11-20 04:57:14.068136,Cliente A,VENDAS,489.45,Cartão,Pago
1488,2026-07-19 10:57:57.354709,Cliente B,Impostos,5962.95,Cartão,Pago
1489,2025-09-14 06:09:22.725450,Cliente A,Consultoria,9112.52,Multibanco,Atrasado
1490,2025-03-03 04:16:50.020040,Cliente D,Salários,8985.97,Multibanco,Pago
1491,2025-03-07 19:05:39.078156,Cliente D,Serviços,11904.69,Cartão,Pago
1492,2026-01-07 16:29:49.178356,Cliente E,Serviços,9842.39,Cartão,Pago
1493,2026-02-19 09:31:22.965931,Cliente B,Impostos,14882.39,Cartão,Atrasado
1494,2025-07-19 16:41:21.763527,Cliente F,Aluguel,4293.63,Multibanco,Pendente
1495,2025-11-19 01:15:01.803607,Cliente E,Vendas,5419.31,Cartão,Atrasado
1496,2025-05-11 10:29:05.891783,Cliente B,Serviços,5788.51,Cartão,Atrasado
1497,2025-11-28 06:52:39.919839,Cliente E,Impostos,7013.9,Cheque,Pago
1498,2026-05-12 08:27:53.747494,Cliente F,Impostos,12548.17,Transferência,Pago
1499,2026-01-29 14:51:42.204408,Cliente C,Consultoria,3575.09,Numerário,Pago
1500,2025-06-23 03:30:39.679358,Cliente C,Salários,11651.2,Transferência,Pago
1305,2025-12-05 05:05:53.507014,Cliente A,Salários,4930.18,Transferência,Pago
1341,2026-02-19 09:31:22.965931,,Fornecedores,65.39,Cheque,Pago
1048,2026-05-29 16:00:57.715430,Cliente D,Impostos,11618.83,Cheque,Pendente
1068,2025-10-06 04:31:15.751503,Cliente C,Aluguel,13513.56,Cartão,Pago
1480,2026-04-25 00:54:49.779559,Cliente B,Fornecedores,9450.03,Numerário,Pago
1486,2025-01-20 14:57:28.496993,Cliente B,Serviços,8841.47,Transferência,Atrasado
1311,2026-06-26 08:53:52.064128,Cliente A,Vendas,1970.31,Cheque,Pago
1032,2025-07-04 16:32:42.324649,Cliente F,Fornecedores,1349.53,,Pago
1250,2025-09-16 13:33:47.254509,Cliente E,Consultoria,12908.9,,Pago
1091,2025-05-02 04:51:27.775551,Cliente A,Salários,6359.44,Cheque,Pendente
